skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/af607e5e-4ba1-4e5f-a2a6-dc05806567c7,coordinate technological activities,координировать технологические мероприятия,skill/competence
http://data.europa.eu/esco/skill/af6ea157-8c10-4c5b-8015-0e184946127a,outline blockchain-based identity management,описывать управление идентификацией на основе блокчейна,skill/competence
http://data.europa.eu/esco/skill/af7ae54f-4649-4c16-87c7-59ba41d4d57f,SPARK,SPARK,knowledge
http://data.europa.eu/esco/skill/af8ca5cf-7fd1-4275-a886-e951c335d497,assist multimedia operator,помогать оператору мультимедиа,skill/competence
http://data.europa.eu/esco/skill/afa14e38-5973-4cce-a077-f796c1ced2cc,blockchain,блокчейн,knowledge
http://data.europa.eu/esco/skill/afd63e8c-a4e7-42d3-86c9-3b2dd549a353,Parrot Security OS,Parrot Security OS,knowledge
http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,computer graphics,компьютерная графика,knowledge
http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968,design application interfaces,проектирование интерфейсов приложений,skill/competence
http://data.europa.eu/esco/skill/b0288eea-74b3-460a-8ac5-edc4ba70b75c,manage closed-circuit television system,управлять системой видеонаблюдения,skill/competence
http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17,analyse business requirements,анализ бизнес-требований,skill/competence
http://data.europa.eu/esco/skill/b0560439-14eb-41d1-aa53-1938efc24123,content marketing strategy,стратегия контент-маркетинга,knowledge
http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a,online analytical processing,онлайн-аналитическая обработка,knowledge
http://data.europa.eu/esco/skill/b0ac313d-de44-4344-ada6-76d2177b6d92,Synfig,Synfig,knowledge
http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,ICT system programming,программирование систем ИКТ,knowledge
http://data.europa.eu/esco/skill/b1359d89-c691-442f-ab75-792a67dcbcc9,store film reels,хранить киноленты,skill/competence
http://data.europa.eu/esco/skill/b1604a2d-c26a-427d-bda9-b8073a319fe9,adjust ICT system capacity,регулировка мощности системы ИКТ,skill/competence
http://data.europa.eu/esco/skill/b16200f4-4f39-4b8b-aa9d-3568054d6bdb,Open source model,Модель с открытым исходным кодом,knowledge
http://data.europa.eu/esco/skill/b16bcbcb-1d3f-42b3-a6a5-b91348a72b70,WildFly,WildFly,knowledge
http://data.europa.eu/esco/skill/b1ef509e-f191-405a-8419-51663b08922e,implement a management system,внедрять систему управления,skill/competence
http://data.europa.eu/esco/skill/b216d9a2-7d4e-4312-8d05-e375f4ab44d8,ensure cross-department cooperation,обеспечивать межведомственное сотрудничество,skill/competence
http://data.europa.eu/esco/skill/b31ccede-907f-49de-8047-4d851bd4add3,follow directions of the artistic director,следовать указаниям художественного руководителя,skill/competence
http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,use CAD software,использовать программное обеспечение CAD,skill/competence
http://data.europa.eu/esco/skill/b36176ec-3499-4235-a15c-cb485a386dc6,assemble video tape footage,монтировать видеозаписи,skill/competence
http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,apply blended learning,применять смешанное обучение,skill/competence
http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874,configure ICT system,настройка системы ИКТ,skill/competence
http://data.europa.eu/esco/skill/b4057ecb-06d6-45db-a352-ce73e3fd991d,blockchain history,история блокчейна,knowledge
http://data.europa.eu/esco/skill/b422efe7-b151-4120-86ae-db11a48dd0fa,advise on environmental remediation,консультировать по вопросам восстановления окружающей среды,skill/competence
http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071,maintain telephony system,обслуживать телефонную систему,skill/competence
http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29,repair ICT devices,ремонт устройств ИКТ,skill/competence
http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,AJAX,AJAX,knowledge
http://data.europa.eu/esco/skill/b535516b-9f8a-4c29-b6aa-a0a4561e1086,call quality assurance management,вызывать управление обеспечением качества,knowledge
http://data.europa.eu/esco/skill/b5b09dac-5b28-40a5-b671-5f9aa31f65d8,operate audio equipment,работа с аудиооборудованием,skill/competence
http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,database quality standards,стандарты качества баз данных,knowledge
http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,C++,knowledge
http://data.europa.eu/esco/skill/b63ba4e4-ebf4-4e17-b0d6-662244022a4f,provide guidelines for content development,предоставление рекомендаций по разработке контента,skill/competence
http://data.europa.eu/esco/skill/b6843068-2dd3-43ea-9625-3aaffe9f0112,demonstrate functionality of video games,демонстрировать функциональность видеоигр,skill/competence
http://data.europa.eu/esco/skill/b69cb255-e939-4928-b3fd-9557087dce52,work safely with mobile electrical systems under supervision,безопасно работать с мобильными электрическими системами под наблюдением,skill/competence
http://data.europa.eu/esco/skill/b73035a9-bf06-412c-9796-db579f85995c,work with respect for own safety,работа с соблюдением мер безопасности,skill/competence
http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,manage digital documents,управлять цифровыми документами,skill/competence
http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,обеспечивать ориентацию на клиента,skill/competence
http://data.europa.eu/esco/skill/b8271c8a-cba6-4baa-80f5-6361af3f07e3,ensure adherence to organisational ICT standards,обеспечивать соблюдение организационных стандартов в области ИКТ,skill/competence
http://data.europa.eu/esco/skill/b87f6102-5bab-4e99-a5d8-11b6be1b99c2,present artistic design proposals,представлять предложения по художественному дизайну,skill/competence
http://data.europa.eu/esco/skill/b8be06aa-a29f-4b7d-86fc-d3949f842e5e,manage signoff of an installed system,управление подписанием установленной системы,skill/competence
http://data.europa.eu/esco/skill/b8c01891-e3df-4a4b-948d-95b45e1788f5,mobile device software frameworks,программные платформы для мобильных устройств,knowledge
http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,Filemaker (database management systems),Filemaker (системы управления базами данных),knowledge
http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,use measurement instruments,использование измерительных приборов,skill/competence
http://data.europa.eu/esco/skill/b928ae44-b19f-49c7-a823-b09094de1063,repair equipment on site,ремонт оборудования на месте,skill/competence
http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420,maintain internet protocol configuration,поддерживать конфигурацию интернет-протокола,skill/competence
http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,identify legal requirements,определять юридические требования,skill/competence
http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,критически подходить к решению проблем,skill/competence
http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d,BlackBerry,BlackBerry,knowledge
http://data.europa.eu/esco/skill/ba1b0441-a6b8-4e57-8ccc-871012f63e42,trading software,торговое программное обеспечение,knowledge
http://data.europa.eu/esco/skill/ba45db8f-34e8-4f29-af0b-e6645e1d693f,maintain electronic equipment,обслуживать электронное оборудование,skill/competence
http://data.europa.eu/esco/skill/baf1fadb-975a-42be-9744-d8ba02304d09,Samurai Web Testing Framework,Самурайская веб-тестовая среда,knowledge
http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,разрабатывать статистическое программное обеспечение,skill/competence
http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,implement anti-virus software,устанавливать антивирусное программное обеспечение,skill/competence
